customer_id,month,rental_count,total_spending,prev_rental,prev_spending,segment_next,predicted_segment,is_correct,cluster,segment
349,2005-07-01,12,45.88,4,19.96,High Value,High Value,True,1,Loyal
349,2005-08-01,11,64.89,12,45.88,High Value,High Value,True,2,High Value
349,2006-02-01,1,2.99,11,64.89,Low Value,Low Value,True,0,Low Value
350,2005-07-01,8,24.92,4,8.96,Low Value,Low Value,True,1,Loyal
350,2005-08-01,9,29.91,8,24.92,Low Value,Low Value,True,1,Loyal
351,2005-07-01,13,50.87,3,9.97,High Value,High Value,True,1,Loyal
351,2005-08-01,7,26.93,13,50.87,Low Value,High Value,False,0,Low Value
352,2005-07-01,9,43.91,5,20.95,Big Spender,High Value,False,1,Loyal
352,2005-08-01,7,28.93,9,43.91,Low Value,Low Value,True,0,Low Value
352,2006-02-01,1,2.99,7,28.93,Low Value,Low Value,True,0,Low Value
353,2005-07-01,5,18.95,3,17.97,Low Value,High Value,False,1,Loyal
353,2005-08-01,9,28.91,5,18.95,Low Value,Low Value,True,1,Loyal
354,2005-07-01,19,67.81,4,15.96,High Value,High Value,True,2,High Value
354,2005-08-01,8,33.92,19,67.81,Low Value,Low Value,True,0,Low Value
354,2006-02-01,2,7.98,8,33.92,Low Value,Low Value,True,0,Low Value
355,2005-07-01,11,52.89,2,3.98,High Value,High Value,True,1,Loyal
355,2005-08-01,5,10.95,11,52.89,Low Value,High Value,False,0,Low Value
355,2006-02-01,1,0.99,5,10.95,Low Value,High Value,False,1,Loyal
356,2005-07-01,13,50.87,3,8.97,High Value,High Value,True,1,Loyal
356,2005-08-01,13,56.87,13,50.87,High Value,High Value,True,2,High Value
357,2005-07-01,12,42.88,4,16.96,High Value,High Value,True,1,Loyal
357,2005-08-01,7,20.93,12,42.88,Low Value,Low Value,True,0,Low Value
358,2005-07-01,7,19.93,6,18.94,Low Value,Low Value,True,1,Loyal
358,2005-08-01,7,36.93,7,19.93,Low Value,Low Value,True,1,Loyal
359,2005-07-01,9,39.91,4,12.96,Big Spender,High Value,False,1,Loyal
359,2005-08-01,8,27.92,9,39.91,Low Value,Low Value,True,0,Low Value
359,2006-02-01,1,4.99,8,27.92,Low Value,Low Value,True,0,Low Value
360,2005-07-01,17,69.83,4,18.96,High Value,High Value,True,2,High Value
360,2005-08-01,11,55.89,17,69.83,High Value,High Value,True,0,Low Value
361,2005-07-01,10,29.9,4,12.96,Loyal,High Value,False,1,Loyal
361,2005-08-01,13,42.87,10,29.9,High Value,High Value,True,1,Loyal
361,2006-02-01,2,3.98,13,42.87,Low Value,High Value,False,0,Low Value
362,2005-07-01,15,61.85,5,14.95,High Value,High Value,True,2,High Value
362,2005-08-01,11,63.89,15,61.85,High Value,Low Value,False,2,High Value
363,2005-07-01,15,69.85,5,22.95,High Value,High Value,True,2,High Value
363,2005-08-01,8,46.92,15,69.85,Big Spender,Big Spender,True,0,Low Value
364,2005-07-01,8,35.92,5,19.95,Low Value,Low Value,True,1,Loyal
364,2005-08-01,9,33.91,8,35.92,Low Value,High Value,False,0,Low Value
365,2005-07-01,10,44.9,5,17.95,High Value,Low Value,False,1,Loyal
365,2005-08-01,6,29.94,10,44.9,Low Value,Low Value,True,0,Low Value
366,2005-07-01,19,82.81,2,2.98,High Value,High Value,True,2,High Value
366,2005-08-01,14,54.86,19,82.81,High Value,High Value,True,0,Low Value
366,2006-02-01,1,4.99,14,54.86,Low Value,High Value,False,0,Low Value
367,2005-07-01,11,46.89,1,0.99,High Value,High Value,True,1,Loyal
367,2005-08-01,8,49.92,11,46.89,Big Spender,Big Spender,True,2,High Value
368,2005-07-01,12,51.88,6,30.94,High Value,High Value,True,2,High Value
368,2005-08-01,13,56.87,12,51.88,High Value,High Value,True,2,High Value
369,2005-07-01,12,45.88,1,0.99,High Value,High Value,True,1,Loyal
369,2005-08-01,7,21.93,12,45.88,Low Value,High Value,False,0,Low Value
369,2006-02-01,1,0.99,7,21.93,Low Value,Low Value,True,1,Loyal
370,2005-07-01,8,27.92,1,6.99,Low Value,Low Value,True,1,Loyal
370,2005-08-01,10,35.9,8,27.92,Loyal,Low Value,False,1,Loyal
371,2005-07-01,12,46.88,7,23.93,High Value,High Value,True,1,Loyal
371,2005-08-01,10,52.9,12,46.88,High Value,High Value,True,2,High Value
372,2005-07-01,16,77.84,3,11.97,High Value,High Value,True,2,High Value
372,2005-08-01,13,62.87,16,77.84,High Value,High Value,True,2,High Value
373,2005-07-01,16,68.84,2,9.98,High Value,High Value,True,2,High Value
373,2005-08-01,15,76.85,16,68.84,High Value,Low Value,False,2,High Value
373,2006-02-01,1,0.99,15,76.85,Low Value,Big Spender,False,0,Low Value
374,2005-07-01,10,38.9,4,11.96,High Value,High Value,True,1,Loyal
374,2005-08-01,10,44.9,10,38.9,High Value,Low Value,False,2,High Value
374,2006-02-01,1,2.99,10,44.9,Low Value,Low Value,True,0,Low Value
375,2005-07-01,5,22.95,3,13.97,Low Value,High Value,False,1,Loyal
375,2005-08-01,12,51.88,5,22.95,High Value,High Value,True,2,High Value
376,2005-07-01,15,69.85,2,1.98,High Value,High Value,True,2,High Value
376,2005-08-01,10,37.9,15,69.85,Loyal,Big Spender,False,0,Low Value
377,2005-07-01,11,41.89,5,14.95,High Value,High Value,True,1,Loyal
377,2005-08-01,10,36.9,11,41.89,Loyal,High Value,False,0,Low Value
378,2005-07-01,8,20.92,4,23.96,Low Value,High Value,False,1,Loyal
378,2005-08-01,6,25.94,8,20.92,Low Value,Low Value,True,1,Loyal
379,2005-07-01,6,30.94,3,17.97,Low Value,High Value,False,1,Loyal
379,2005-08-01,12,47.88,6,30.94,High Value,High Value,True,2,High Value
380,2005-07-01,14,58.86,8,27.92,High Value,Low Value,False,2,High Value
380,2005-08-01,13,45.87,14,58.86,High Value,High Value,True,0,Low Value
381,2005-07-01,14,37.86,5,16.95,Loyal,Low Value,False,1,Loyal
381,2005-08-01,13,44.87,14,37.86,High Value,High Value,True,2,High Value
382,2005-07-01,10,39.9,5,15.95,High Value,Low Value,False,1,Loyal
382,2005-08-01,7,29.93,10,39.9,Low Value,Low Value,True,0,Low Value
383,2005-07-01,9,26.91,6,27.94,Low Value,Low Value,True,1,Loyal
383,2005-08-01,10,38.9,9,26.91,High Value,High Value,True,1,Loyal
384,2005-07-01,8,18.92,7,34.93,Low Value,Low Value,True,0,Low Value
384,2005-08-01,6,23.94,8,18.92,Low Value,Low Value,True,1,Loyal
385,2005-07-01,11,44.89,3,4.97,High Value,High Value,True,1,Loyal
385,2005-08-01,10,43.9,11,44.89,High Value,High Value,True,2,High Value
386,2005-07-01,13,54.87,5,16.95,High Value,Low Value,False,2,High Value
386,2005-08-01,10,37.9,13,54.87,Loyal,Loyal,True,0,Low Value
387,2005-07-01,5,21.95,6,14.94,Low Value,Low Value,True,1,Loyal
387,2005-08-01,11,42.89,5,21.95,High Value,Low Value,False,1,Loyal
388,2005-07-01,11,35.89,5,26.95,Loyal,Loyal,True,1,Loyal
388,2005-08-01,11,50.89,11,35.89,High Value,High Value,True,2,High Value
388,2006-02-01,1,0.99,11,50.89,Low Value,High Value,False,0,Low Value
389,2005-07-01,11,50.89,3,13.97,High Value,High Value,True,1,Loyal
389,2005-08-01,11,54.89,11,50.89,High Value,High Value,True,2,High Value
390,2005-07-01,14,56.86,5,25.95,High Value,Low Value,False,2,High Value
390,2005-08-01,12,59.88,14,56.86,High Value,Low Value,False,2,High Value
391,2005-07-01,11,37.89,5,10.95,Loyal,High Value,False,1,Loyal
391,2005-08-01,9,30.91,11,37.89,Low Value,Low Value,True,0,Low Value
392,2005-07-01,8,23.92,4,17.96,Low Value,Low Value,True,1,Loyal
392,2005-08-01,11,49.89,8,23.92,High Value,Low Value,False,2,High Value
393,2005-07-01,13,60.87,5,19.95,High Value,Low Value,False,2,High Value
393,2005-08-01,11,34.89,13,60.87,Loyal,High Value,False,0,Low Value
394,2005-07-01,10,38.9,1,4.99,High Value,High Value,True,1,Loyal
394,2005-08-01,8,28.92,10,38.9,Low Value,Low Value,True,0,Low Value
394,2006-02-01,1,4.99,8,28.92,Low Value,Low Value,True,0,Low Value
395,2005-07-01,7,24.93,6,15.94,Low Value,Low Value,True,1,Loyal
395,2005-08-01,6,16.94,7,24.93,Low Value,High Value,False,1,Loyal
396,2005-07-01,12,39.88,3,13.97,High Value,High Value,True,1,Loyal
396,2005-08-01,11,51.89,12,39.88,High Value,Low Value,False,2,High Value
397,2005-07-01,13,50.87,2,7.98,High Value,High Value,True,1,Loyal
397,2005-08-01,13,45.87,13,50.87,High Value,High Value,True,0,Low Value
398,2005-07-01,7,33.93,3,19.97,Low Value,High Value,False,1,Loyal
398,2005-08-01,5,19.95,7,33.93,Low Value,Low Value,True,0,Low Value
399,2005-07-01,8,30.92,2,8.98,Low Value,High Value,False,1,Loyal
399,2005-08-01,8,33.92,8,30.92,Low Value,Low Value,True,1,Loyal
400,2005-07-01,10,51.9,3,11.97,High Value,High Value,True,1,Loyal
400,2005-08-01,11,41.89,10,51.9,High Value,High Value,True,0,Low Value
401,2005-08-01,9,25.91,9,35.91,Low Value,Low Value,True,0,Low Value
402,2005-07-01,12,52.88,3,12.97,High Value,High Value,True,1,Loyal
402,2005-08-01,4,11.96,12,52.88,Low Value,Low Value,True,0,Low Value
403,2005-07-01,12,61.88,6,35.94,High Value,High Value,True,2,High Value
403,2005-08-01,15,64.85,12,61.88,High Value,High Value,True,2,High Value
404,2005-07-01,14,59.86,4,15.96,High Value,High Value,True,2,High Value
404,2005-08-01,11,57.89,14,59.86,High Value,High Value,True,2,High Value
405,2005-07-01,11,29.89,6,26.94,Loyal,High Value,False,1,Loyal
405,2005-08-01,12,43.88,11,29.89,High Value,High Value,True,1,Loyal
405,2006-02-01,1,0.99,12,43.88,Low Value,High Value,False,0,Low Value
406,2005-07-01,18,68.82,7,26.93,High Value,High Value,True,2,High Value
406,2005-08-01,6,25.94,18,68.82,Low Value,High Value,False,0,Low Value
407,2005-07-01,11,49.89,2,3.98,High Value,High Value,True,1,Loyal
407,2005-08-01,13,50.87,11,49.89,High Value,Low Value,False,2,High Value
408,2005-07-01,12,45.88,3,10.97,High Value,Low Value,False,1,Loyal
408,2005-08-01,12,46.88,12,45.88,High Value,High Value,True,2,High Value
409,2005-07-01,15,58.85,2,14.98,High Value,High Value,True,2,High Value
409,2005-08-01,5,23.95,15,58.85,Low Value,Low Value,True,0,Low Value
410,2005-07-01,14,54.86,6,22.94,High Value,High Value,True,2,High Value
410,2005-08-01,17,86.83,14,54.86,High Value,High Value,True,2,High Value
410,2006-02-01,1,2.99,17,86.83,Low Value,Low Value,True,0,Low Value
411,2005-07-01,12,32.88,3,4.97,Loyal,High Value,False,1,Loyal
411,2005-08-01,8,30.92,12,32.88,Low Value,Low Value,True,1,Loyal
411,2006-02-01,1,4.99,8,30.92,Low Value,Low Value,True,0,Low Value
412,2005-07-01,7,26.93,1,2.99,Low Value,High Value,False,1,Loyal
412,2005-08-01,8,43.92,7,26.93,Big Spender,High Value,False,1,Loyal
412,2006-02-01,1,0.99,8,43.92,Low Value,Low Value,True,0,Low Value
413,2005-07-01,6,20.94,2,10.98,Low Value,High Value,False,1,Loyal
413,2005-08-01,11,33.89,6,20.94,Loyal,High Value,False,1,Loyal
414,2005-07-01,10,40.9,3,20.97,High Value,High Value,True,1,Loyal
414,2005-08-01,10,34.9,10,40.9,Loyal,Loyal,True,0,Low Value
415,2005-07-01,11,40.89,2,7.98,High Value,High Value,True,1,Loyal
415,2005-08-01,9,39.91,11,40.89,Big Spender,High Value,False,0,Low Value
416,2005-07-01,10,36.9,5,12.95,Loyal,Low Value,False,1,Loyal
416,2005-08-01,13,63.87,10,36.9,High Value,High Value,True,2,High Value
417,2005-07-01,7,35.93,1,3.99,Low Value,High Value,False,1,Loyal
417,2005-08-01,13,48.87,7,35.93,High Value,Low Value,False,2,High Value
417,2006-02-01,1,2.99,13,48.87,Low Value,High Value,False,0,Low Value
418,2005-07-01,10,45.9,3,8.97,High Value,High Value,True,1,Loyal
418,2005-08-01,17,52.83,10,45.9,High Value,Low Value,False,2,High Value
419,2005-07-01,13,39.87,1,2.99,High Value,High Value,True,1,Loyal
419,2005-08-01,10,43.9,13,39.87,High Value,High Value,True,2,High Value
420,2005-07-01,11,39.89,3,5.97,High Value,Low Value,False,1,Loyal
420,2005-08-01,6,28.94,11,39.89,Low Value,Low Value,True,0,Low Value
421,2005-07-01,12,57.88,3,12.97,High Value,High Value,True,2,High Value
421,2005-08-01,9,45.91,12,57.88,Big Spender,Big Spender,True,0,Low Value
421,2006-02-01,1,0.99,9,45.91,Low Value,Low Value,True,0,Low Value
422,2005-07-01,7,21.93,4,14.96,Low Value,High Value,False,1,Loyal
422,2005-08-01,13,56.87,7,21.93,High Value,Low Value,False,2,High Value
422,2006-02-01,1,2.99,13,56.87,Low Value,Low Value,True,0,Low Value
423,2005-07-01,13,58.87,5,27.95,High Value,High Value,True,2,High Value
423,2005-08-01,8,33.92,13,58.87,Low Value,High Value,False,0,Low Value
424,2005-07-01,16,58.84,3,12.97,High Value,High Value,True,2,High Value
424,2005-08-01,9,36.91,16,58.84,Low Value,Low Value,True,0,Low Value
424,2006-02-01,1,0.99,9,36.91,Low Value,Low Value,True,0,Low Value
425,2005-07-01,17,67.83,1,6.99,High Value,Low Value,False,2,High Value
425,2005-08-01,7,23.93,17,67.83,Low Value,Low Value,True,0,Low Value
426,2005-07-01,11,65.89,5,19.95,High Value,Low Value,False,2,High Value
426,2005-08-01,10,39.9,11,65.89,High Value,High Value,True,0,Low Value
427,2005-07-01,10,49.9,5,18.95,High Value,Low Value,False,1,Loyal
427,2005-08-01,8,38.92,10,49.9,Big Spender,Low Value,False,0,Low Value
428,2005-07-01,11,49.89,5,14.95,High Value,High Value,True,1,Loyal
428,2005-08-01,3,8.97,11,49.89,Low Value,Low Value,True,0,Low Value
429,2005-07-01,9,45.91,4,19.96,Big Spender,High Value,False,1,Loyal
429,2005-08-01,3,12.97,9,45.91,Low Value,Low Value,True,0,Low Value
430,2005-07-01,7,33.93,6,15.94,Low Value,Low Value,True,1,Loyal
430,2005-08-01,7,21.93,7,33.93,Low Value,Low Value,True,0,Low Value
431,2005-07-01,5,17.95,7,35.93,Low Value,Low Value,True,0,Low Value
431,2005-08-01,9,35.91,5,17.95,Low Value,Low Value,True,1,Loyal
431,2006-02-01,1,2.99,9,35.91,Low Value,Low Value,True,0,Low Value
432,2005-07-01,12,56.88,3,13.97,High Value,High Value,True,2,High Value
432,2005-08-01,5,22.95,12,56.88,Low Value,Low Value,True,0,Low Value
433,2005-08-01,9,47.91,14,65.86,Big Spender,Low Value,False,0,Low Value
434,2005-07-01,9,40.91,7,28.93,Big Spender,Low Value,False,1,Loyal
434,2005-08-01,10,52.9,9,40.91,High Value,Low Value,False,2,High Value
435,2005-07-01,10,43.9,2,1.98,High Value,High Value,True,1,Loyal
435,2005-08-01,11,32.89,10,43.9,Loyal,High Value,False,0,Low Value
436,2005-07-01,12,52.88,1,9.99,High Value,High Value,True,1,Loyal
436,2005-08-01,14,63.86,12,52.88,High Value,Low Value,False,2,High Value
437,2005-07-01,10,44.9,3,11.97,High Value,High Value,True,1,Loyal
437,2005-08-01,7,28.93,10,44.9,Low Value,Low Value,True,0,Low Value
438,2005-07-01,14,54.86,6,17.94,High Value,High Value,True,2,High Value
438,2005-08-01,9,47.91,14,54.86,Big Spender,High Value,False,0,Low Value
438,2006-02-01,1,0.99,9,47.91,Low Value,Low Value,True,0,Low Value
439,2005-07-01,12,45.88,6,23.94,High Value,High Value,True,1,Loyal
439,2005-08-01,15,67.85,12,45.88,High Value,High Value,True,2,High Value
440,2005-08-01,8,30.92,12,47.88,Low Value,Low Value,True,0,Low Value
440,2006-02-01,1,4.99,8,30.92,Low Value,Low Value,True,0,Low Value
441,2005-07-01,17,66.83,2,9.98,High Value,High Value,True,2,High Value
441,2005-08-01,7,25.93,17,66.83,Low Value,Big Spender,False,0,Low Value
441,2006-02-01,1,4.99,7,25.93,Low Value,Low Value,True,0,Low Value
442,2005-07-01,16,60.84,4,18.96,High Value,High Value,True,2,High Value
442,2005-08-01,9,24.91,16,60.84,Low Value,Low Value,True,0,Low Value
443,2005-07-01,10,54.9,1,2.99,High Value,High Value,True,1,Loyal
443,2005-08-01,10,35.9,10,54.9,Loyal,Low Value,False,0,Low Value
444,2005-07-01,8,27.92,6,25.94,Low Value,Low Value,True,1,Loyal
444,2005-08-01,14,51.86,8,27.92,High Value,Low Value,False,2,High Value
445,2005-08-01,14,66.86,10,29.9,High Value,High Value,True,2,High Value
446,2005-07-01,17,71.83,6,20.94,High Value,High Value,True,2,High Value
446,2005-08-01,5,16.95,17,71.83,Low Value,Low Value,True,0,Low Value
447,2005-07-01,11,50.89,4,13.96,High Value,High Value,True,1,Loyal
447,2005-08-01,12,44.88,11,50.89,High Value,High Value,True,0,Low Value
448,2005-07-01,10,43.9,5,24.95,High Value,High Value,True,1,Loyal
448,2005-08-01,10,54.9,10,43.9,High Value,High Value,True,2,High Value
448,2006-02-01,2,3.98,10,54.9,Low Value,Low Value,True,0,Low Value
449,2005-07-01,8,36.92,3,8.97,Low Value,High Value,False,1,Loyal
449,2005-08-01,6,34.94,8,36.92,Low Value,Low Value,True,0,Low Value
450,2005-07-01,7,26.93,7,22.93,Low Value,Low Value,True,1,Loyal
450,2005-08-01,10,34.9,7,26.93,Loyal,High Value,False,1,Loyal
450,2006-02-01,1,0.99,10,34.9,Low Value,High Value,False,0,Low Value
451,2005-07-01,7,37.93,7,22.93,Low Value,Low Value,True,1,Loyal
451,2005-08-01,16,60.84,7,37.93,High Value,High Value,True,2,High Value
452,2005-07-01,13,45.87,7,22.93,High Value,Low Value,False,1,Loyal
452,2005-08-01,8,25.92,13,45.87,Low Value,Low Value,True,0,Low Value
452,2006-02-01,1,4.99,8,25.92,Low Value,Low Value,True,0,Low Value
453,2005-07-01,10,46.9,3,18.97,High Value,High Value,True,1,Loyal
453,2005-08-01,10,45.9,10,46.9,High Value,High Value,True,2,High Value
454,2005-07-01,11,45.89,10,52.9,High Value,Low Value,False,0,Low Value
454,2005-08-01,11,44.89,11,45.89,High Value,Low Value,False,2,High Value
455,2005-07-01,9,45.91,4,7.96,Big Spender,Big Spender,True,1,Loyal
455,2005-08-01,9,31.91,9,45.91,Low Value,Low Value,True,0,Low Value
456,2005-07-01,7,24.93,7,25.93,Low Value,Low Value,True,1,Loyal
456,2005-08-01,10,44.9,7,24.93,High Value,High Value,True,1,Loyal
457,2005-07-01,7,27.93,9,30.91,Low Value,Low Value,True,1,Loyal
457,2005-08-01,9,43.91,7,27.93,Big Spender,Low Value,False,1,Loyal
457,2006-02-01,2,3.98,9,43.91,Low Value,Low Value,True,0,Low Value
458,2005-07-01,9,31.91,2,6.98,Low Value,High Value,False,1,Loyal
458,2005-08-01,8,27.92,9,31.91,Low Value,Low Value,True,1,Loyal
459,2005-07-01,18,89.82,7,25.93,High Value,Low Value,False,2,High Value
459,2005-08-01,12,67.88,18,89.82,High Value,High Value,True,2,High Value
460,2005-07-01,8,41.92,1,0.99,Big Spender,High Value,False,1,Loyal
460,2005-08-01,12,54.88,8,41.92,High Value,Low Value,False,2,High Value
461,2005-07-01,11,26.89,2,10.98,Loyal,High Value,False,1,Loyal
461,2005-08-01,14,52.86,11,26.89,High Value,Low Value,False,2,High Value
462,2005-07-01,16,74.84,3,20.97,High Value,High Value,True,2,High Value
462,2005-08-01,12,56.88,16,74.84,High Value,Low Value,False,0,Low Value
463,2005-07-01,10,30.9,4,15.96,Loyal,High Value,False,1,Loyal
463,2005-08-01,10,42.9,10,30.9,High Value,High Value,True,1,Loyal
464,2005-07-01,6,32.94,2,7.98,Low Value,High Value,False,1,Loyal
464,2005-08-01,6,26.94,6,32.94,Low Value,Low Value,True,1,Loyal
465,2005-07-01,3,7.97,4,17.96,Low Value,Low Value,True,1,Loyal
465,2005-08-01,9,42.91,3,7.97,Big Spender,Big Spender,True,1,Loyal
466,2005-07-01,7,23.93,5,28.95,Low Value,Low Value,True,1,Loyal
466,2005-08-01,10,48.9,7,23.93,High Value,High Value,True,1,Loyal
467,2005-07-01,13,66.87,4,30.96,High Value,High Value,True,2,High Value
467,2005-08-01,11,36.89,13,66.87,Loyal,Loyal,True,0,Low Value
468,2005-07-01,14,58.86,6,23.94,High Value,High Value,True,2,High Value
468,2005-08-01,14,71.86,14,58.86,High Value,High Value,True,2,High Value
469,2005-07-01,18,80.82,2,10.98,High Value,High Value,True,2,High Value
469,2005-08-01,15,66.85,18,80.82,High Value,High Value,True,2,High Value
470,2005-07-01,17,96.83,3,9.97,High Value,High Value,True,2,High Value
470,2005-08-01,11,50.89,17,96.83,High Value,High Value,True,0,Low Value
471,2005-07-01,9,29.91,5,20.95,Low Value,High Value,False,1,Loyal
471,2005-08-01,12,55.88,9,29.91,High Value,High Value,True,2,High Value
472,2005-07-01,9,48.91,6,24.94,Big Spender,Big Spender,True,1,Loyal
472,2005-08-01,10,52.9,9,48.91,High Value,Low Value,False,2,High Value
472,2006-02-01,1,4.99,10,52.9,Low Value,Low Value,True,0,Low Value
473,2005-07-01,13,57.87,4,13.96,High Value,High Value,True,2,High Value
473,2005-08-01,14,50.86,13,57.87,High Value,Low Value,False,2,High Value
474,2005-07-01,10,31.9,2,16.98,Loyal,Loyal,True,1,Loyal
474,2005-08-01,12,42.88,10,31.9,High Value,High Value,True,1,Loyal
474,2006-02-01,1,0.99,12,42.88,Low Value,Low Value,True,0,Low Value
475,2005-08-01,7,25.93,15,71.85,Low Value,Low Value,True,0,Low Value
476,2005-07-01,9,39.91,4,12.96,Big Spender,High Value,False,1,Loyal
476,2005-08-01,6,33.94,9,39.91,Low Value,Low Value,True,0,Low Value
476,2006-02-01,1,0.99,6,33.94,Low Value,Low Value,True,0,Low Value
477,2005-07-01,10,58.9,4,25.96,High Value,High Value,True,2,High Value
477,2005-08-01,7,21.93,10,58.9,Low Value,Low Value,True,0,Low Value
478,2005-07-01,7,28.93,6,31.94,Low Value,High Value,False,1,Loyal
478,2005-08-01,6,25.94,7,28.93,Low Value,Low Value,True,1,Loyal
479,2005-07-01,15,79.85,6,23.94,High Value,High Value,True,2,High Value
479,2005-08-01,7,29.93,15,79.85,Low Value,Low Value,True,0,Low Value
479,2006-02-01,1,0.99,7,29.93,Low Value,Low Value,True,0,Low Value
480,2005-07-01,8,43.92,2,1.98,Big Spender,High Value,False,1,Loyal
480,2005-08-01,9,37.91,8,43.92,Low Value,Low Value,True,0,Low Value
481,2005-07-01,13,57.87,4,13.96,High Value,High Value,True,2,High Value
481,2005-08-01,11,37.89,13,57.87,Loyal,Low Value,False,0,Low Value
482,2005-07-01,12,69.88,2,3.98,High Value,High Value,True,2,High Value
482,2005-08-01,12,51.88,12,69.88,High Value,High Value,True,0,Low Value
483,2005-07-01,9,48.91,3,14.97,Big Spender,High Value,False,1,Loyal
483,2005-08-01,5,17.95,9,48.91,Low Value,Low Value,True,0,Low Value
484,2005-07-01,15,77.85,4,18.96,High Value,High Value,True,2,High Value
484,2005-08-01,8,31.92,15,77.85,Low Value,Low Value,True,0,Low Value
485,2005-07-01,18,63.82,2,11.98,High Value,High Value,True,2,High Value
485,2005-08-01,8,36.92,18,63.82,Low Value,Low Value,True,0,Low Value
486,2005-07-01,12,58.88,4,16.96,High Value,High Value,True,2,High Value
486,2005-08-01,7,24.93,12,58.88,Low Value,Low Value,True,0,Low Value
487,2005-07-01,14,46.86,1,3.99,High Value,High Value,True,1,Loyal
487,2005-08-01,11,68.89,14,46.86,High Value,Low Value,False,2,High Value
488,2005-07-01,11,50.89,2,9.98,High Value,High Value,True,1,Loyal
488,2005-08-01,9,34.91,11,50.89,Low Value,High Value,False,0,Low Value
489,2005-07-01,5,17.95,4,17.96,Low Value,Low Value,True,1,Loyal
489,2005-08-01,10,55.9,5,17.95,High Value,Low Value,False,2,High Value
490,2005-07-01,14,64.86,1,3.99,High Value,High Value,True,2,High Value
490,2005-08-01,7,36.93,14,64.86,Low Value,Low Value,True,0,Low Value
491,2005-07-01,11,60.89,7,31.93,High Value,Loyal,False,2,High Value
491,2005-08-01,7,27.93,11,60.89,Low Value,Low Value,True,0,Low Value
492,2005-07-01,7,26.93,4,21.96,Low Value,Low Value,True,1,Loyal
492,2005-08-01,4,13.96,7,26.93,Low Value,High Value,False,1,Loyal
493,2005-07-01,8,42.92,4,12.96,Big Spender,High Value,False,1,Loyal
493,2005-08-01,9,45.91,8,42.92,Big Spender,Low Value,False,2,High Value
493,2006-02-01,1,2.99,9,45.91,Low Value,Low Value,True,0,Low Value
494,2005-07-01,18,80.82,1,2.99,High Value,High Value,True,2,High Value
494,2005-08-01,11,51.89,18,80.82,High Value,High Value,True,0,Low Value
495,2005-07-01,11,56.89,4,19.96,High Value,High Value,True,2,High Value
495,2005-08-01,8,32.92,11,56.89,Low Value,Low Value,True,0,Low Value
495,2006-02-01,1,0.99,8,32.92,Low Value,Low Value,True,0,Low Value
496,2005-07-01,8,29.92,1,2.99,Low Value,High Value,False,1,Loyal
496,2005-08-01,9,46.91,8,29.92,Big Spender,Low Value,False,2,High Value
496,2006-02-01,1,2.99,9,46.91,Low Value,Low Value,True,0,Low Value
497,2005-07-01,14,67.86,4,22.96,High Value,High Value,True,2,High Value
497,2005-08-01,8,25.92,14,67.86,Low Value,High Value,False,0,Low Value
497,2006-02-01,1,4.99,8,25.92,Low Value,Low Value,True,0,Low Value
498,2005-07-01,15,51.85,6,19.94,High Value,Low Value,False,2,High Value
498,2005-08-01,3,10.97,15,51.85,Low Value,Low Value,True,0,Low Value
499,2005-07-01,12,43.88,4,14.96,High Value,High Value,True,1,Loyal
499,2005-08-01,13,61.87,12,43.88,High Value,High Value,True,2,High Value
500,2005-07-01,11,38.89,5,25.95,High Value,Low Value,False,1,Loyal
500,2005-08-01,9,31.91,11,38.89,Low Value,Low Value,True,0,Low Value
501,2005-07-01,9,36.91,2,13.98,Low Value,Low Value,True,1,Loyal
501,2005-08-01,8,35.92,9,36.91,Low Value,Low Value,True,0,Low Value
502,2005-07-01,15,73.85,3,9.97,High Value,High Value,True,2,High Value
502,2005-08-01,12,46.88,15,73.85,High Value,High Value,True,0,Low Value
503,2005-07-01,10,41.9,3,8.97,High Value,High Value,True,1,Loyal
503,2005-08-01,15,48.85,10,41.9,High Value,Low Value,False,2,High Value
504,2005-07-01,11,57.89,2,8.98,High Value,High Value,True,1,Loyal
504,2005-08-01,12,50.88,11,57.89,High Value,High Value,True,2,High Value
505,2005-07-01,6,33.94,4,24.96,Low Value,High Value,False,1,Loyal
505,2005-08-01,8,27.92,6,33.94,Low Value,Low Value,True,0,Low Value
505,2006-02-01,1,4.99,8,27.92,Low Value,Low Value,True,0,Low Value
506,2005-07-01,10,46.9,5,27.95,High Value,High Value,True,1,Loyal
506,2005-08-01,13,48.87,10,46.9,High Value,High Value,True,2,High Value
507,2005-07-01,15,49.85,3,14.97,High Value,High Value,True,1,Loyal
507,2005-08-01,5,24.95,15,49.85,Low Value,Low Value,True,0,Low Value
508,2005-07-01,14,74.86,1,4.99,High Value,High Value,True,2,High Value
508,2005-08-01,7,40.93,14,74.86,Big Spender,Big Spender,True,0,Low Value
508,2006-02-01,1,0.99,7,40.93,Low Value,Low Value,True,0,Low Value
509,2005-07-01,9,41.91,2,7.98,Big Spender,High Value,False,1,Loyal
509,2005-08-01,7,36.93,9,41.91,Low Value,Low Value,True,0,Low Value
510,2005-07-01,10,46.9,8,33.92,High Value,Low Value,False,2,High Value
510,2005-08-01,5,21.95,10,46.9,Low Value,High Value,False,0,Low Value
511,2005-07-01,11,35.89,4,21.96,Loyal,Low Value,False,1,Loyal
511,2005-08-01,7,34.93,11,35.89,Low Value,High Value,False,0,Low Value
